case,weight
(2),49
(4),45
"(1, 2)",90
"(1, 4)",60
"(2, 2)",54
"(2, 4)",19
"(3, 0)",10
"(1, 2)",90
"(1, 4)",90
"(2, 2)",90
"(2, 4)",72
"(3, 0)",33
"(1, 2)",10
"(1, 4)",90
"(2, 2)",10
"(2, 4)",90
"(3, 0)",90
"(1, 2)",10
"(1, 4)",10
"(2, 2)",10
"(2, 4)",10
"(3, 0)",10
"(1, 2)",52
"(1, 4)",37
"(2, 2)",51
"(2, 4)",53
"(3, 0)",54
tt,10
tt,90
