val	probability
0	0.0668357010246655
1	0.07862035192527282
2	0.08437937149288342
3	0.0696388815604205
4	0.07027518904902036
5	0.04262889809945569
6	0.03540099397140076
7	0.06297968223793166
8	0.18908656355087564
9	0.12697123138665592
10	0.13414707416296381
11	0.01954872519974764
12	0.01948733633870581
